tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,won
2003-773,Bucharest,Clay,32,A,20030908,22,103118,,WC,Ion Moldovan,R,188,ROU,25.6399726215,393,72,7-5 6-1,3,R16,72,1,3,50,28,17,6,9,1,6,0
2003-773,Bucharest,Clay,32,A,20030908,23,103294,,,Christophe Rochus,R,170,BEL,24.7310061602,91,421,6-3 6-4,3,R16,77,2,1,56,37,21,12,9,2,4,0
2003-773,Bucharest,Clay,32,A,20030908,24,102886,,Q,Frantisek Cermak,R,193,CZE,26.8145106092,291,115,6-3 6-3,3,R16,99,4,1,63,30,17,12,9,7,12,0
2003-773,Bucharest,Clay,32,A,20030908,25,102770,,,John Van Lottum,R,185,NED,27.4113620808,87,441,4-6 6-2 6-3,3,QF,185,5,2,94,51,33,21,13,10,14,0
2003-773,Bucharest,Clay,32,A,20030908,26,103908,5,,Paul Henri Mathieu,R,185,FRA,21.6536618754,52,665,6-4 3-6 6-3,3,QF,145,2,0,85,39,21,28,14,2,7,0
2003-773,Bucharest,Clay,32,A,20030908,27,102227,3,,Sargis Sargsian,R,180,ARM,30.264202601,53,663,2-6 6-3 6-4,3,QF,123,4,5,93,66,40,8,13,12,18,0
2003-773,Bucharest,Clay,32,A,20030908,28,103812,,,Victor Hanescu,R,198,ROU,22.1327857632,84,447,6-4 6-1,3,QF,94,0,2,62,43,19,10,9,7,13,0
2003-773,Bucharest,Clay,32,A,20030908,29,104076,,,Jose Acasuso,R,190,ARG,20.8843258042,74,507,6-7(4) 7-6(6) 6-3,3,SF,162,5,5,111,58,39,27,16,5,10,0
2003-773,Bucharest,Clay,32,A,20030908,30,103009,,WC,Razvan Sabau,R,185,ROU,26.2231348392,214,169,6-1 6-4,3,SF,82,3,2,58,37,19,8,9,4,9,0
2003-773,Bucharest,Clay,32,A,20030908,31,103454,2,,Nicolas Massu,R,183,CHI,23.9123887748,42,855,6-2 6-2,3,F,80,2,0,48,31,16,4,8,2,7,0
2003-475,Sopot,Clay,32,A,20030728,1,102100,,WC,Bartlomiej Dabrowski,R,,POL,30.9349760438,623,24,6-3 6-1,3,R32,65,0,2,48,19,11,12,8,2,6,0
2003-475,Sopot,Clay,32,A,20030728,2,103963,,Q,Filip Urban,R,193,POL,21.3470225873,1360,1,6-4 6-2,3,R32,70,2,1,51,34,19,6,9,4,9,0
2003-475,Sopot,Clay,32,A,20030728,3,102722,,,Attila Savolt,R,183,HUN,27.4743326489,158,246,6-1 6-1,3,R32,42,0,1,40,25,7,9,7,1,6,0
2003-475,Sopot,Clay,32,A,20030728,4,103586,,WC,Mariusz Fyrstenberg,L,193,POL,23.0527036277,430,58,7-5 6-3,3,R32,75,2,5,60,40,22,9,10,3,8,0
2003-475,Sopot,Clay,32,A,20030728,5,103812,,,Victor Hanescu,R,198,ROU,22.0177960301,91,444,6-3 6-4,3,R32,79,1,5,76,50,30,11,10,2,6,0
2003-475,Sopot,Clay,32,A,20030728,6,102768,,,Federico Browne,R,180,ARG,27.3045859001,116,328,6-3 6-3,3,R32,,,,,,,,,,,0
2003-475,Sopot,Clay,32,A,20030728,7,103356,,,Michel Kratochvil,R,185,SUI,24.3066392882,152,260,6-4 4-6 6-3,3,R32,136,3,2,90,54,33,21,14,6,10,0
2003-475,Sopot,Clay,32,A,20030728,8,102437,,,Adrian Voinea,R,185,ROU,28.9746748802,138,276,6-2 6-4,3,R32,56,1,2,53,32,22,8,9,1,4,0
2003-475,Sopot,Clay,32,A,20030728,9,102796,,,Magnus Norman,R,188,SWE,27.1594798084,77,498,6-4 6-2,3,R32,79,2,4,57,33,21,10,9,4,8,0
2003-475,Sopot,Clay,32,A,20030728,10,102851,,,Giorgio Galimberti,R,180,ITA,26.8911704312,129,293,6-3 6-2,3,R32,48,1,2,46,28,17,8,8,2,5,0
2003-475,Sopot,Clay,32,A,20030728,11,102539,,Q,Bohdan Ulihrach,R,188,CZE,28.424366872,166,230,7-6(2) 6-2,3,R32,80,0,2,68,52,31,5,10,4,7,0
2003-475,Sopot,Clay,32,A,20030728,12,101820,,,Marc Rosset,R,201,SUI,32.720054757,132,284,6-2 6-4,3,R32,86,4,8,68,43,30,7,9,7,10,0
2003-475,Sopot,Clay,32,A,20030728,13,103835,5,,Filippo Volandri,R,183,ITA,21.8918548939,47,818,6-4 6-0,3,R32,48,2,3,53,43,23,3,8,5,9,0
2003-475,Sopot,Clay,32,A,20030728,14,102382,,,Julian Knowle,L,188,AUT,29.2457221081,173,218,7-5 3-6 6-1,3,R32,121,1,1,93,53,30,18,14,2,8,0
2003-475,Sopot,Clay,32,A,20030728,15,103690,,WC,Marcin Matkowski,R,188,POL,22.5297741273,726,15,6-0 6-1,3,R32,44,0,6,36,12,3,7,7,1,7,0
2003-475,Sopot,Clay,32,A,20030728,16,102845,2,,Carlos Moya,R,190,ESP,26.9158110883,4,3095,7-6(4) 6-7(6) 7-5,3,R32,151,11,5,124,72,57,26,18,8,11,0
2003-475,Sopot,Clay,32,A,20030728,17,102886,,Q,Frantisek Cermak,R,193,CZE,26.6995208761,283,112,4-6 7-5 6-2,3,R16,116,4,0,89,49,30,22,15,7,12,0
2003-475,Sopot,Clay,32,A,20030728,18,103103,7,,Dominik Hrbaty,R,183,SVK,25.5605749487,56,685,6-3 6-1,3,R16,,,,,,,,,,,0
2003-475,Sopot,Clay,32,A,20030728,19,103294,,,Christophe Rochus,R,170,BEL,24.6160164271,96,411,6-1 6-0,3,R16,55,1,3,51,21,8,11,7,2,8,0
2003-475,Sopot,Clay,32,A,20030728,20,101806,,Q,Marc Kevin Goellner,R,196,GER,32.8459958932,453,53,6-4 6-2,3,R16,69,6,9,65,29,21,12,9,6,10,0
2003-475,Sopot,Clay,32,A,20030728,21,103176,6,,David Sanchez,R,183,ESP,25.2703627652,60,657,6-3 6-4,3,R16,80,0,0,47,31,20,3,9,0,4,0
2003-475,Sopot,Clay,32,A,20030728,22,103900,4,,David Nalbandian,R,180,ARG,21.568788501,19,1345,6-4 4-6 6-3,3,R16,127,2,4,87,50,33,14,14,5,11,0
2003-475,Sopot,Clay,32,A,20030728,23,103264,,,Mariano Puerta,L,180,ARG,24.8542094456,98,407,6-3 6-3,3,R16,63,1,2,56,35,23,10,9,0,3,0
2003-475,Sopot,Clay,32,A,20030728,24,102287,,,Albert Portas,R,188,ESP,29.697467488,83,464,3-6 6-1 6-4,3,R16,131,2,8,109,61,38,18,13,6,11,0
2003-475,Sopot,Clay,32,A,20030728,25,103507,1,,Juan Carlos Ferrero,R,183,ESP,23.4551676934,2,3775,6-1 7-6(1),3,QF,88,3,2,68,50,30,9,9,4,6,0
2003-475,Sopot,Clay,32,A,20030728,26,103133,8,,Olivier Mutis,R,175,FRA,25.4811772758,71,572,6-3 6-4,3,QF,78,0,3,67,34,23,14,9,7,10,0
2003-475,Sopot,Clay,32,A,20030728,27,103714,,,Andreas Vinciguerra,L,180,SWE,22.4339493498,106,377,6-1 6-2,3,QF,71,3,2,47,29,16,7,7,3,7,0
2003-475,Sopot,Clay,32,A,20030728,28,102869,,,Galo Blanco,R,173,ESP,26.8008213552,115,330,6-7(7) 6-4 6-0,3,QF,120,2,1,83,51,36,13,14,0,5,0
2003-475,Sopot,Clay,32,A,20030728,29,103632,,,Luis Horna,R,180,PER,22.8665297741,92,427,6-2 6-2,3,SF,57,2,4,46,28,15,6,8,3,8,0
2003-475,Sopot,Clay,32,A,20030728,30,103105,,,Ruben Ramirez Hidalgo,R,183,ESP,25.5550992471,84,464,6-7(2) 6-3 6-4,3,SF,118,2,6,89,50,36,12,15,5,12,0
2003-475,Sopot,Clay,32,A,20030728,31,103970,,,David Ferrer,R,175,ESP,21.3196440794,72,562,7-5 6-1,3,F,75,0,0,60,34,17,8,10,5,11,0
2003-419,Indianapolis,Hard,48,A,20030721,1,103609,,Q,Matthew Behrmann,U,,USA,22.9623545517,1358,1,6-0 6-3,3,R64,58,1,4,45,22,11,8,7,3,8,0
2003-419,Indianapolis,Hard,48,A,20030721,2,103174,,,Noam Okun,R,185,ISR,25.2621492129,172,224,4-6 6-3 6-4,3,R64,112,6,2,84,58,42,12,14,3,6,0
2003-419,Indianapolis,Hard,48,A,20030721,3,103621,,LL,Igor Levine,U,,RUS,22.9048596851,854,10,6-1 6-3,3,R64,65,0,5,49,24,15,7,8,4,9,0
2003-419,Indianapolis,Hard,48,A,20030721,4,102788,,,Jan Vacek,R,198,CZE,27.1950718686,131,296,7-6(5) 3-6 6-3,3,R64,138,9,5,118,62,46,29,15,6,7,0
2003-419,Indianapolis,Hard,48,A,20030721,5,103898,,Q,Julien Benneteau,R,185,FRA,21.582477755,191,195,6-1 6-0,3,R64,49,2,4,40,19,9,6,6,4,9,0
2003-419,Indianapolis,Hard,48,A,20030721,6,102021,,,Michael Chang,R,175,USA,31.40862423,173,223,3-6 6-3 7-5,3,R64,133,11,0,82,48,38,18,15,1,3,0
2003-419,Indianapolis,Hard,48,A,20030721,7,103248,,,Harel Levy,R,185,ISR,24.9582477755,165,231,6-1 6-1,3,R64,55,0,0,40,25,9,6,7,4,9,0
2003-419,Indianapolis,Hard,48,A,20030721,8,103544,,Q,Andy Ram,R,180,ISR,23.2772073922,588,29,6-1 3-6 6-4,3,R64,97,10,5,80,27,21,25,13,8,13,0
2003-419,Indianapolis,Hard,48,A,20030721,9,103363,,Q,Diego Ayala,R,175,USA,24.2272416153,1223,2,6-4 6-4,3,R64,70,9,3,62,29,24,14,10,1,3,0
2003-419,Indianapolis,Hard,48,A,20030721,10,102887,,,Ramon Delgado,R,185,PAR,26.6803559206,178,216,6-4 2-6 6-4,3,R64,154,4,2,81,61,45,10,14,3,5,0
2003-419,Indianapolis,Hard,48,A,20030721,11,103373,,,Sergio Roitman,R,185,ARG,24.180698152,140,280,6-3 3-6 7-5,3,R64,118,5,2,86,50,37,13,15,5,10,0
2003-419,Indianapolis,Hard,48,A,20030721,12,102800,,Q,Nenad Zimonjic,R,190,SRB,27.1266255989,479,46,7-6(5) 6-4,3,R64,80,10,4,68,46,38,6,11,2,5,0
2003-419,Indianapolis,Hard,48,A,20030721,13,102821,,,Cecil Mamiit,R,173,PHI,27.0636550308,145,271,6-1 6-3,3,R64,54,0,2,53,34,23,4,8,2,6,0
2003-419,Indianapolis,Hard,48,A,20030721,14,104035,,WC,Bobby Reynolds,R,183,USA,21.0102669405,602,27,7-5 6-3,3,R64,68,5,3,60,27,19,17,10,3,5,0
2003-419,Indianapolis,Hard,48,A,20030721,15,103297,,,Alex Kim,R,175,USA,24.5831622177,154,253,6-3 1-6 6-4,3,R64,42,3,4,69,40,27,13,13,0,5,0
2003-419,Indianapolis,Hard,48,A,20030721,16,103672,,,Ricardo Mello,L,175,BRA,22.5790554415,111,341,6-7(3) 6-4 7-5,3,R64,115,3,5,109,71,48,22,17,9,13,0
2003-419,Indianapolis,Hard,48,A,20030721,17,102642,,,Cyril Saulnier,R,190,FRA,27.9288158795,101,384,6-7(5) 6-3 7-6(4),3,R32,129,13,3,117,58,45,31,16,10,12,0
2003-419,Indianapolis,Hard,48,A,20030721,18,102202,15,,Kenneth Carlsen,L,190,DEN,30.2587268994,77,503,6-4 3-6 7-6(5),3,R32,140,18,1,95,62,45,19,16,1,4,0
2003-419,Indianapolis,Hard,48,A,20030721,19,104330,,WC,Rajeev Ram,R,193,USA,19.3401779603,485,45,6-2 6-4,3,R32,64,5,7,58,28,20,11,9,6,10,0
2003-419,Indianapolis,Hard,48,A,20030721,20,102358,,,Thomas Enqvist,R,190,SWE,29.3552361396,112,340,6-2 6-2,3,R32,60,4,5,51,25,15,11,8,0,4,0
2003-419,Indianapolis,Hard,48,A,20030721,21,103525,,,Ivan Miranda,R,175,PER,23.3675564682,106,367,6-3 6-1,3,R32,62,1,4,57,24,16,15,8,6,10,0
2003-419,Indianapolis,Hard,48,A,20030721,22,102558,,,Eric Taino,L,175,PHI,28.3422313484,147,266,6-3 6-4,3,R32,68,3,2,63,38,25,12,9,6,8,0
2003-419,Indianapolis,Hard,48,A,20030721,23,104339,11,,Mario Ancic,R,196,CRO,19.3073237509,73,564,6-3 2-6 7-5,3,R32,118,9,8,108,60,39,28,15,8,11,0
2003-419,Indianapolis,Hard,48,A,20030721,24,103429,,,Peter Luczak,R,183,AUS,23.8877481177,143,272,6-3 6-3,3,R32,61,2,6,63,28,20,14,9,4,7,0
2003-419,Indianapolis,Hard,48,A,20030721,25,102703,8,,Hyung Taik Lee,R,180,KOR,27.5455167693,62,641,6-4 7-5,3,R32,86,7,3,70,44,30,14,11,4,6,0
2003-419,Indianapolis,Hard,48,A,20030721,26,103408,12,,Brian Vahaly,R,183,USA,24.0054757016,79,489,6-3 4-6 7-6(1),3,R32,129,1,4,102,58,36,27,15,6,8,0
2003-419,Indianapolis,Hard,48,A,20030721,27,104250,,Q,Prakash Amritraj,R,188,IND,19.8001368925,396,66,6-3 6-1,3,R32,78,6,0,57,37,22,7,8,3,7,0
2003-419,Indianapolis,Hard,48,A,20030721,28,104386,,,Janko Tipsarevic,R,180,SRB,19.0773442847,149,265,7-5 6-3,3,R32,82,8,3,73,35,25,16,10,6,10,0
2003-419,Indianapolis,Hard,48,A,20030721,29,104589,,WC,Chris Guccione,L,201,AUS,17.9739904175,528,36,7-5 6-7(5) 6-4,3,R32,114,20,8,103,59,49,21,17,4,7,0
2003-419,Indianapolis,Hard,48,A,20030721,30,102257,10,,Greg Rusedski,L,193,GBR,29.8699520876,70,612,3-6 7-6(4) 7-6(4),3,R32,117,15,4,102,64,51,23,16,4,4,0
2003-419,Indianapolis,Hard,48,A,20030721,31,102925,16,,Justin Gimelstob,R,196,USA,26.4804928131,82,478,6-2 6-4,3,R32,82,5,3,69,33,21,15,9,6,10,0
2003-419,Indianapolis,Hard,48,A,20030721,32,104025,,WC,Amer Delic,R,196,BIH,21.0568104038,582,29,6-7(5) 7-6(3) 6-1,3,R32,112,10,6,100,66,49,15,15,6,9,0
2003-419,Indianapolis,Hard,48,A,20030721,33,102571,,,Gregory Carraz,R,190,FRA,28.2819986311,102,384,6-3 6-4,3,R16,62,8,8,57,26,23,9,9,4,7,0
2003-419,Indianapolis,Hard,48,A,20030721,34,102998,5,,Jan Michael Gambill,R,190,USA,26.1300479124,39,875,6-4 6-2,3,R16,65,2,3,53,28,17,12,9,2,6,0
2003-419,Indianapolis,Hard,48,A,20030721,35,102694,13,,Lars Burgsmuller,R,183,GER,27.6221765914,84,466,6-4 6-2,3,R16,69,4,5,58,28,19,13,9,4,7,0
2003-419,Indianapolis,Hard,48,A,20030721,36,102730,,,Ivo Heuberger,R,188,SUI,27.4168377823,132,293,6-1 6-3,3,R16,53,3,1,46,26,17,6,8,1,5,0
2003-419,Indianapolis,Hard,48,A,20030721,37,103325,,,Wesley Moodie,R,196,RSA,24.4298425736,117,331,6-3 6-4,3,R16,75,7,2,57,39,26,8,9,4,7,0
2003-419,Indianapolis,Hard,48,A,20030721,38,102338,4,,Yevgeny Kafelnikov,R,190,RUS,29.4182067077,24,1140,6-3 6-4,3,R16,94,2,5,49,31,20,6,9,0,3,0
2003-419,Indianapolis,Hard,48,A,20030721,39,103888,6,,Mardy Fish,R,188,USA,21.6125941136,40,875,3-6 7-6(3) 6-3,3,R16,111,10,3,77,48,38,17,14,2,4,0
2003-419,Indianapolis,Hard,48,A,20030721,40,104166,,,Alex Bogomolov Jr,R,178,RUS,20.2436687201,125,313,6-4 6-3,3,R16,61,0,4,55,31,23,10,9,1,3,0
2003-419,Indianapolis,Hard,48,A,20030721,41,103598,9,,Xavier Malisse,R,185,BEL,23.0034223135,68,615,6-4 6-1,3,QF,59,5,0,47,28,19,7,8,3,6,0
2003-419,Indianapolis,Hard,48,A,20030721,42,104068,7,,Robby Ginepri,R,183,USA,20.7857631759,46,787,1-6 6-1 6-2,3,QF,92,7,4,70,31,22,19,11,3,7,0
2003-419,Indianapolis,Hard,48,A,20030721,43,103017,14,,Nicolas Kiefer,R,183,GER,26.0424366872,76,506,7-6(2) 7-5,3,QF,113,8,2,76,34,28,22,12,5,7,0
2003-419,Indianapolis,Hard,48,A,20030721,44,102401,,,Scott Draper,L,178,AUS,29.1252566735,108,351,6-4 6-2,3,QF,58,3,0,43,30,20,5,9,0,4,0
2003-419,Indianapolis,Hard,48,A,20030721,45,102854,3,,Sjeng Schalken,R,193,NED,26.8637919233,12,1715,6-3 6-2,3,SF,63,1,1,57,33,20,9,8,6,10,0
2003-419,Indianapolis,Hard,48,A,20030721,46,102143,,,Nicolas Thomann,R,183,FRA,30.6392881588,169,227,4-6 7-6(5) 6-3,3,SF,137,6,5,107,53,41,27,16,7,10,0
2003-419,Indianapolis,Hard,48,A,20030721,47,103387,2,,Paradorn Srichaphan,R,185,THA,24.1013004791,11,1835,7-6(2) 6-4,3,F,83,5,3,68,29,21,25,11,3,4,0
2003-418,Washington,Hard,48,A,20030728,1,102902,,Q,Thomas Blake,R,,USA,26.5763175907,332,89,6-3 6-3,3,R64,57,3,4,54,40,25,5,9,1,5,0
2003-418,Washington,Hard,48,A,20030728,2,102997,,,Hermes Gamonal,R,180,CHI,26.1574264203,159,246,7-6(5) 6-3,3,R64,80,1,4,69,49,30,11,11,2,5,0
2003-418,Washington,Hard,48,A,20030728,3,103470,,,Robert Kendrick,R,190,USA,23.6988364134,126,304,6-3 6-2,3,R64,59,3,5,54,26,15,11,9,3,7,0
2003-418,Washington,Hard,48,A,20030728,4,103248,,,Harel Levy,R,185,ISR,24.977412731,165,231,7-6(2) 6-4,3,R64,74,4,0,56,28,23,19,11,0,1,0
2003-418,Washington,Hard,48,A,20030728,5,102887,,,Ramon Delgado,R,185,PAR,26.6995208761,170,221,2-6 7-6(4) 6-3,3,R64,115,4,1,97,70,49,13,14,12,14,0
2003-418,Washington,Hard,48,A,20030728,6,103153,,,Gilles Elseneer,R,188,BEL,25.3935660507,131,291,6-3 7-6(8),3,R64,85,4,3,82,41,27,18,10,8,12,0
2003-418,Washington,Hard,48,A,20030728,7,103037,,WC,Andrew Carlson,U,,USA,25.9411362081,1089,4,6-1 6-3,3,R64,51,8,5,50,30,17,6,8,3,8,0
2003-418,Washington,Hard,48,A,20030728,8,102457,,Q,Miles Maclagan,R,180,GBR,28.8432580424,561,32,6-4 3-6 7-6(3),3,R64,123,8,2,110,84,57,11,16,6,9,0
2003-418,Washington,Hard,48,A,20030728,9,103722,,Q,Florent Serra,R,180,FRA,22.4093086927,243,141,2-6 7-6(4) 6-2,3,R64,131,4,2,124,92,56,18,14,15,18,0
2003-418,Washington,Hard,48,A,20030728,10,104548,,WC,Brian Baker,R,190,USA,18.2422997947,478,47,6-2 6-2,3,R64,51,2,0,42,31,19,2,8,1,5,0
2003-418,Washington,Hard,48,A,20030728,11,103429,,,Peter Luczak,R,183,AUS,23.9069130732,137,277,6-3 7-5,3,R64,89,2,2,77,51,33,9,11,7,11,0
2003-418,Washington,Hard,48,A,20030728,12,103325,,,Wesley Moodie,R,196,RSA,24.4490075291,110,351,7-6(1) 4-6 7-5,3,R64,106,15,3,89,67,55,14,17,1,2,0
2003-418,Washington,Hard,48,A,20030728,13,103154,,Q,Jaymon Crabb,R,183,AUS,25.3935660507,305,102,6-4 6-3,3,R64,56,4,3,69,46,34,5,10,4,7,0
2003-418,Washington,Hard,48,A,20030728,14,101774,,,Todd Martin,R,198,USA,33.054072553,93,423,6-3 6-4,3,R64,69,7,3,50,28,23,10,9,2,4,0
2003-418,Washington,Hard,48,A,20030728,15,103971,,,Karol Beck,R,180,SVK,21.3169062286,89,452,3-6 6-3 7-6(3),3,R64,114,15,3,96,62,53,12,15,1,2,0
2003-418,Washington,Hard,48,A,20030728,16,104025,,WC,Amer Delic,R,196,BIH,21.0759753593,511,39,7-6(4) 6-4,3,R64,61,14,4,63,37,31,13,11,0,1,0
2003-418,Washington,Hard,48,A,20030728,17,102730,,,Ivo Heuberger,R,188,SUI,27.4360027379,123,312,6-3 6-1,3,R32,60,13,0,45,21,17,8,8,1,5,0
2003-418,Washington,Hard,48,A,20030728,18,103181,,,Jiri Vanek,R,185,CZE,25.2594113621,133,284,6-3 6-4,3,R32,61,6,2,54,33,22,10,9,3,6,0
2003-418,Washington,Hard,48,A,20030728,19,103096,9,,Arnaud Clement,R,173,FRA,25.6098562628,33,980,3-6 7-5 6-1,3,R32,128,3,0,94,55,34,22,14,2,6,0
2003-418,Washington,Hard,48,A,20030728,20,102571,,,Gregory Carraz,R,190,FRA,28.3011635866,100,400,7-6(6) 6-4,3,R32,76,6,5,70,47,37,12,11,1,2,0
2003-418,Washington,Hard,48,A,20030728,21,103898,,Q,Julien Benneteau,R,185,FRA,21.6016427105,183,204,6-2 6-4,3,R32,59,3,1,54,41,29,4,9,0,3,0
2003-418,Washington,Hard,48,A,20030728,22,103319,,,Jeff Morrison,R,185,USA,24.476386037,199,178,6-2 6-7(3) 6-2,3,R32,115,3,3,91,64,39,14,14,4,9,0
2003-418,Washington,Hard,48,A,20030728,23,103174,,LL,Noam Okun,R,185,ISR,25.2813141684,175,214,6-1 6-7(9) 7-6(4),3,R32,126,11,6,104,66,47,18,15,4,8,0
2003-418,Washington,Hard,48,A,20030728,24,103297,,,Alex Kim,R,175,USA,24.6023271732,156,253,4-6 6-3 6-4,3,R32,117,4,1,95,65,43,18,14,8,10,0
2003-418,Washington,Hard,48,A,20030728,25,103225,,Q,Simon Larose,R,190,CAN,25.0814510609,334,88,6-4 6-3,3,R32,68,4,2,62,41,25,7,10,2,6,0
2003-418,Washington,Hard,48,A,20030728,26,102834,,,Paul Goldstein,R,178,USA,26.9787816564,143,272,5-7 6-4 6-3,3,R32,132,4,5,119,72,43,24,16,13,18,0
2003-418,Washington,Hard,48,A,20030728,27,103373,,,Sergio Roitman,R,185,ARG,24.1998631075,146,269,6-4 3-6 6-0,3,R32,102,3,3,94,53,38,16,13,7,11,0
2003-418,Washington,Hard,48,A,20030728,28,102642,,,Cyril Saulnier,R,190,FRA,27.947980835,102,393,6-4 6-7(6) 6-1,3,R32,118,10,3,95,53,37,22,14,5,9,0
2003-418,Washington,Hard,48,A,20030728,29,102358,,,Thomas Enqvist,R,190,SWE,29.3744010951,112,345,6-3 2-6 6-3,3,R32,107,14,11,97,53,38,14,13,9,14,0
2003-418,Washington,Hard,48,A,20030728,30,102401,,,Scott Draper,L,178,AUS,29.144421629,103,391,6-2 7-5,3,R32,69,4,1,58,36,23,13,10,2,5,0
2003-418,Washington,Hard,48,A,20030728,31,103525,,,Ivan Miranda,R,175,PER,23.3867214237,108,361,6-2 6-4,3,R32,66,2,0,61,36,24,10,9,2,5,0
2003-418,Washington,Hard,48,A,20030728,32,103184,,,Bob Bryan,L,193,USA,25.2457221081,205,171,7-6(5) 6-4,3,R32,74,12,1,61,45,36,8,11,0,1,0
2003-418,Washington,Hard,48,A,20030728,33,102227,13,,Sargis Sargsian,R,180,ARM,30.1492128679,53,708,6-3 6-2,3,R16,58,3,1,47,31,18,7,8,1,4,0
2003-418,Washington,Hard,48,A,20030728,34,102694,,,Lars Burgsmuller,R,183,GER,27.6413415469,82,471,3-6 7-5 6-4,3,R16,121,3,7,101,56,37,21,15,7,12,0
2003-418,Washington,Hard,48,A,20030728,35,104339,15,,Mario Ancic,R,196,CRO,19.3264887064,74,556,7-5 7-6(5),3,R16,97,10,3,90,55,35,18,12,9,13,0
2003-418,Washington,Hard,48,A,20030728,36,103185,,WC,Mike Bryan,R,190,USA,25.2457221081,,,6-1 6-3,3,R16,58,1,1,63,40,25,8,8,3,7,0
2003-418,Washington,Hard,48,A,20030728,37,103786,8,,Nikolay Davydenko,R,178,RUS,22.1519507187,32,986,6-3 6-4,3,R16,93,3,1,65,46,27,10,9,5,8,0
2003-418,Washington,Hard,48,A,20030728,38,103408,16,,Brian Vahaly,R,183,USA,24.0246406571,80,479,7-6(3) 6-4,3,R16,84,4,0,62,44,32,9,11,1,3,0
2003-418,Washington,Hard,48,A,20030728,39,102338,5,,Yevgeny Kafelnikov,R,190,RUS,29.4373716632,24,1140,6-4 3-6 6-3,3,R16,106,5,5,95,49,37,21,14,6,9,0
2003-418,Washington,Hard,48,A,20030728,40,102257,14,,Greg Rusedski,L,193,GBR,29.8891170431,68,617,6-3 7-6(4),3,R16,72,9,0,57,38,30,14,10,2,3,0
2003-418,Washington,Hard,48,A,20030728,41,103484,6,,James Blake,R,185,USA,23.5811088296,27,1075,3-6 7-5 6-3,3,QF,109,9,4,95,55,41,19,15,5,8,0
2003-418,Washington,Hard,48,A,20030728,42,103018,7,,Max Mirnyi,R,196,BLR,26.0588637919,34,955,7-6(3) 6-2,3,QF,67,6,3,58,41,31,7,10,1,3,0
2003-418,Washington,Hard,48,A,20030728,43,103387,3,,Paradorn Srichaphan,R,185,THA,24.1204654346,11,1900,7-6(5) 7-5,3,QF,97,9,3,83,52,40,13,12,4,6,0
2003-418,Washington,Hard,48,A,20030728,44,103888,11,,Mardy Fish,R,188,USA,21.6317590691,40,875,6-1 6-4,3,QF,50,8,4,49,29,17,9,8,3,6,0
2003-418,Washington,Hard,48,A,20030728,45,101736,1,,Andre Agassi,R,180,USA,33.2457221081,1,3940,3-6 6-4 7-6(5),3,SF,120,15,2,90,58,47,14,16,0,3,0
2003-418,Washington,Hard,48,A,20030728,46,104053,2,,Andy Roddick,R,188,USA,20.9089664613,6,2890,1-6 6-3 7-6(1),3,SF,109,11,2,75,41,33,22,14,1,2,0
2003-418,Washington,Hard,48,A,20030728,47,103602,4,,Fernando Gonzalez,R,183,CHI,22.9952087611,14,1510,6-3 6-4,3,F,97,3,3,84,49,25,21,9,8,11,0
2003-352,Paris Masters,Carpet,48,M,20031027,1,103813,,,Jarkko Nieminen,L,185,FIN,22.2614647502,35,1020,4-6 6-4 7-5,3,R64,120,6,6,112,67,42,27,16,12,15,0
2003-352,Paris Masters,Carpet,48,M,20031027,2,103018,,,Max Mirnyi,R,196,BLR,26.3080082136,24,1190,6-4 4-6 6-1,3,R64,111,10,5,97,52,35,21,14,10,15,0
2003-352,Paris Masters,Carpet,48,M,20031027,3,103908,,WC,Paul Henri Mathieu,R,185,FRA,21.787816564,78,451,7-5 6-4,3,R64,102,8,1,80,37,29,20,11,6,8,0
2003-352,Paris Masters,Carpet,48,M,20031027,4,104068,,,Robby Ginepri,R,183,USA,21.054072553,29,1100,7-6(5) 6-4,3,R64,78,3,3,69,33,23,20,11,1,4,0
2003-352,Paris Masters,Carpet,48,M,20031027,5,104022,,,Mikhail Youzhny,R,183,RUS,21.3388090349,44,875,7-6(4) 6-3,3,R64,68,4,3,59,36,29,13,10,0,1,0
2003-352,Paris Masters,Carpet,48,M,20031027,6,102344,,,Karol Kucera,R,188,SVK,29.6481861739,42,933,7-6(4) 6-2,3,R64,93,10,5,74,34,25,16,10,5,9,0
2003-352,Paris Masters,Carpet,48,M,20031027,7,103151,,,Mariano Zabaleta,R,183,ARG,25.659137577,26,1133,6-7(4) 6-4 7-5,3,R64,149,10,5,110,64,43,27,17,8,12,0
2003-352,Paris Masters,Carpet,48,M,20031027,8,103602,,,Fernando Gonzalez,R,183,CHI,23.2443531828,34,1025,6-3 6-4,3,R64,61,3,6,52,27,20,12,9,3,5,0
2003-352,Paris Masters,Carpet,48,M,20031027,9,103786,,,Nikolay Davydenko,R,178,RUS,22.4010951403,46,840,6-3 6-4,3,R64,74,2,3,53,26,16,14,9,3,6,0
