tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,won
2004-D046,Davis Cup G2 R1: IRL vs HUN,Carpet,4,D,20040409,3,104585,,,Gyorgy Balazs,U,,HUN,18.6995208761,857,11,6-3 6-1,3,RR,,,,,,,,,,,1
2004-D046,Davis Cup G2 R1: IRL vs HUN,Carpet,4,D,20040409,4,103770,,,Kevin Sorensen,U,183,IRL,22.9048596851,662,23,W/O,5,RR,,,,,,,,,,,1
2004-D047,Davis Cup G2 R1: NOR vs UKR,Hard,4,D,20040409,1,102107,,,Jan Frode Andersen,L,190,NOR,31.6002737851,172,224,4-6 6-0 7-6(5) 6-2,5,RR,,,,,,,,,,,1
2004-D047,Davis Cup G2 R1: NOR vs UKR,Hard,4,D,20040409,2,103899,,,Stian Boretti,R,188,NOR,22.2915811088,454,57,1-6 6-3 6-4 6-2,5,RR,,,,,,,,,,,1
2004-D047,Davis Cup G2 R1: NOR vs UKR,Hard,4,D,20040409,3,104086,,,Mikhail Filima,U,,UKR,21.3826146475,716,18,6-4 6-3,3,RR,,,,,,,,,,,1
2004-D047,Davis Cup G2 R1: NOR vs UKR,Hard,4,D,20040409,4,102969,,,Sergei Yaroshenko,R,,UKR,26.9979466119,481,49,6-3 6-3,3,RR,,,,,,,,,,,1
2004-D048,Davis Cup G2 R2: ITA vs BUL,Clay,4,D,20040716,1,103835,,,Filippo Volandri,R,183,ITA,22.8501026694,58,685,6-4 6-2 6-4,5,RR,,,,,,,,,,,1
2004-D048,Davis Cup G2 R2: ITA vs BUL,Clay,4,D,20040716,2,103808,,,Potito Starace,R,188,ITA,22.9952087611,117,356,6-1 6-2 6-3,5,RR,,,,,,,,,,,1
2004-D048,Davis Cup G2 R2: ITA vs BUL,Clay,4,D,20040716,3,103835,,,Filippo Volandri,R,183,ITA,22.8501026694,58,685,6-2 6-0,3,RR,,,,,,,,,,,1
2004-D048,Davis Cup G2 R2: ITA vs BUL,Clay,4,D,20040716,4,104312,,,Andreas Seppi,R,190,ITA,20.3887748118,187,206,6-2 7-5,3,RR,,,,,,,,,,,1
2004-D049,Davis Cup G2 R2: POL vs ALG,Clay,4,D,20040716,1,103997,,,Lukasz Kubot,R,190,POL,22.1574264203,288,116,6-1 7-6(3) 6-1,5,RR,,,,,,,,,,,1
2004-D049,Davis Cup G2 R2: POL vs ALG,Clay,4,D,20040716,2,104467,,,Lamine Ouahab,R,185,ALG,19.5537303217,317,98,6-1 5-7 6-3 6-4,5,RR,,,,,,,,,,,1
2004-D049,Davis Cup G2 R2: POL vs ALG,Clay,4,D,20040716,3,103997,,,Lukasz Kubot,R,190,POL,22.1574264203,288,116,6-2 7-6(1) 6-3,5,RR,,,,,,,,,,,1
2004-D049,Davis Cup G2 R2: POL vs ALG,Clay,4,D,20040716,4,103963,,,Filip Urban,R,193,POL,22.3052703628,513,41,7-6(6) 6-2,3,RR,,,,,,,,,,,1
2004-D050,Davis Cup G2 R2: POR vs SCG,Clay,4,D,20040716,1,104081,,,Boris Pashanski,R,180,SRB,21.6892539357,237,152,3-6 6-1 1-6 6-1 6-2,5,RR,,,,,,,,,,,1
2004-D050,Davis Cup G2 R2: POR vs SCG,Clay,4,D,20040716,2,104386,,,Janko Tipsarevic,R,180,SRB,20.0547570157,152,271,6-2 6-4 6-1,5,RR,,,,,,,,,,,1
2004-D050,Davis Cup G2 R2: POR vs SCG,Clay,4,D,20040716,3,102811,,,Dusan Vemic,R,190,SRB,28.0684462697,214,173,6-3 6-3,3,RR,,,,,,,,,,,1
2004-D050,Davis Cup G2 R2: POR vs SCG,Clay,4,D,20040716,4,104081,,,Boris Pashanski,R,180,SRB,21.6892539357,237,152,6-7(3) 6-2 6-0,3,RR,,,,,,,,,,,1
2004-D051,Davis Cup G2 R2: HUN vs NOR,Clay,4,D,20040716,1,103229,,,Kornel Bardoczky,R,,HUN,26.0205338809,261,131,6-2 6-1 6-1,5,RR,,,,,,,,,,,1
2004-D051,Davis Cup G2 R2: HUN vs NOR,Clay,4,D,20040716,2,102107,,,Jan Frode Andersen,L,190,NOR,31.8685831622,242,146,6-4 6-4 3-6 6-4,5,RR,,,,,,,,,,,1
2004-D051,Davis Cup G2 R2: HUN vs NOR,Clay,4,D,20040716,3,102107,,,Jan Frode Andersen,L,190,NOR,31.8685831622,242,146,6-3 6-4 6-7(8) 4-6 6-3,5,RR,,,,,,,,,,,1
2004-D051,Davis Cup G2 R2: HUN vs NOR,Clay,4,D,20040716,4,104585,,,Gyorgy Balazs,U,,HUN,18.9678302533,819,13,6-0 6-2 6-4,5,RR,,,,,,,,,,,1
2004-D052,Davis Cup G2 F: ITA vs POL,Clay,4,D,20040924,1,103835,,,Filippo Volandri,R,183,ITA,23.0417522245,46,775,6-1 6-2 6-1,5,RR,,,,,,,,,,,1
2004-D052,Davis Cup G2 F: ITA vs POL,Clay,4,D,20040924,2,103808,,,Potito Starace,R,188,ITA,23.1868583162,82,497,6-4 6-3 6-4,5,RR,,,,,,,,,,,1
2004-D052,Davis Cup G2 F: ITA vs POL,Clay,4,D,20040924,3,103997,,,Lukasz Kubot,R,190,POL,22.3490759754,300,106,3-6 6-4 6-1 6-7(4) 6-2,5,RR,,,,,,,,,,,1
2004-D052,Davis Cup G2 F: ITA vs POL,Clay,4,D,20040924,4,103808,,,Potito Starace,R,188,ITA,23.1868583162,82,497,2-6 6-3 4-6 6-3 7-5,5,RR,,,,,,,,,,,1
2004-D053,Davis Cup G2 F: HUN vs SCG,Clay,4,D,20040924,1,104081,,,Boris Pashanski,R,180,SRB,21.8809034908,239,154,6-7(5) 6-4 6-4 6-2,5,RR,,,,,,,,,,,1
2004-D053,Davis Cup G2 F: HUN vs SCG,Clay,4,D,20040924,2,104386,,,Janko Tipsarevic,R,180,SRB,20.2464065708,112,377,6-1 6-4 6-2,5,RR,,,,,,,,,,,1
2004-D054,Davis Cup G2 R1: PUR vs BAH,Hard,4,D,20040206,1,103419,,,Gabriel Montilla,R,,PUR,24.4791238877,923,8,6-4 2-6 6-4 6-4,5,RR,,,,,,,,,,,1
2004-D054,Davis Cup G2 R1: PUR vs BAH,Hard,4,D,20040206,2,102076,,,Mark Merklein,R,188,BAH,31.5975359343,,,6-1 6-4 7-6(4),5,RR,,,,,,,,,,,1
2004-D054,Davis Cup G2 R1: PUR vs BAH,Hard,4,D,20040206,3,102076,,,Mark Merklein,R,188,BAH,31.5975359343,,,6-0 6-3 6-3,5,RR,,,,,,,,,,,1
2004-D054,Davis Cup G2 R1: PUR vs BAH,Hard,4,D,20040206,4,108916,,,Ricardo Gonzalez Diaz,U,,PUR,18.6830937714,,,6-4 7-5,3,RR,,,,,,,,,,,1
2004-D055,Davis Cup G2 R1: JAM vs MEX,Hard,4,D,20040206,1,103746,,,Miguel Gallardo Valles,R,,MEX,22.8199863107,220,163,6-4 6-4 6-1,5,RR,,,,,,,,,,,1
2004-D055,Davis Cup G2 R1: JAM vs MEX,Hard,4,D,20040206,2,104210,,,Ryan Russell,U,,JAM,20.5776865161,877,10,6-3 1-6 6-1 6-4,5,RR,,,,,,,,,,,1
2004-D055,Davis Cup G2 R1: JAM vs MEX,Hard,4,D,20040206,3,103746,,,Miguel Gallardo Valles,R,,MEX,22.8199863107,220,163,6-0 7-6(4) 7-5,5,RR,,,,,,,,,,,1
2004-D055,Davis Cup G2 R1: JAM vs MEX,Hard,4,D,20040206,4,103727,,,Daniel Langre,R,,MEX,22.9075975359,,,4-6 6-4 7-5,3,RR,,,,,,,,,,,1
2004-D056,Davis Cup G2 R1: HAI vs URU,Clay,4,D,20040206,1,104655,,,Pablo Cuevas,R,180,URU,18.0862422998,1425,1,6-4 6-0 6-3,5,RR,,,,,,,,,,,1
2004-D056,Davis Cup G2 R1: HAI vs URU,Clay,4,D,20040206,2,102055,,,Bertrand Madsen,R,,HAI,31.7097878166,,,6-2 6-3 7-6(1),5,RR,,,,,,,,,,,1
2004-D056,Davis Cup G2 R1: HAI vs URU,Clay,4,D,20040206,3,104655,,,Pablo Cuevas,R,180,URU,18.0862422998,1425,1,7-6(6) 6-3 7-6(3),5,RR,,,,,,,,,,,1
2004-D056,Davis Cup G2 R1: HAI vs URU,Clay,4,D,20040206,4,104826,,,Federico Sansonetti,U,,URU,17.2402464066,1425,1,6-1 6-3 3-6 6-4,5,RR,,,,,,,,,,,1
2004-D057,Davis Cup G2 R1: CUB vs DOM,Hard,4,D,20040206,1,103607,,,Victor Estrella,R,173,DOM,23.5017111567,1106,4,6-1 7-6(4) 6-4,5,RR,,,,,,,,,,,1
2004-D057,Davis Cup G2 R1: CUB vs DOM,Hard,4,D,20040206,2,103638,,,Jhonson Garcia,R,,DOM,23.3374401095,1170,3,3-6 7-6(3) 6-2 3-6 6-1,5,RR,,,,,,,,,,,1
2004-D057,Davis Cup G2 R1: CUB vs DOM,Hard,4,D,20040206,3,103607,,,Victor Estrella,R,173,DOM,23.5017111567,1106,4,2-6 6-4 0-6 6-4 6-4,5,RR,,,,,,,,,,,1
2004-D057,Davis Cup G2 R1: CUB vs DOM,Hard,4,D,20040206,4,108679,,,Jose Bernard,U,,DOM,23.5455167693,,,6-3 6-3,3,RR,,,,,,,,,,,1
2004-D058,Davis Cup G2 R2: MEX vs BAH,Clay,4,D,20040409,1,103060,,,Alejandro Hernandez,R,180,MEX,26.5106091718,251,143,6-0 7-5 6-2,5,RR,,,,,,,,,,,1
2004-D058,Davis Cup G2 R2: MEX vs BAH,Clay,4,D,20040409,2,103746,,,Miguel Gallardo Valles,R,,MEX,22.9924709103,202,182,6-2 6-1 6-3,5,RR,,,,,,,,,,,1
2004-D058,Davis Cup G2 R2: MEX vs BAH,Clay,4,D,20040409,3,103746,,,Miguel Gallardo Valles,R,,MEX,22.9924709103,202,182,6-0 6-0,3,RR,,,,,,,,,,,1
2004-D058,Davis Cup G2 R2: MEX vs BAH,Clay,4,D,20040409,4,103060,,,Alejandro Hernandez,R,180,MEX,26.5106091718,251,143,6-2 7-6(2),3,RR,,,,,,,,,,,1
2004-D059,Davis Cup G2 R2: DOM vs URU,Hard,4,D,20040409,1,103607,,,Victor Estrella,R,173,DOM,23.6741957563,1110,4,6-4 6-3 7-5,5,RR,,,,,,,,,,,1
2004-D059,Davis Cup G2 R2: DOM vs URU,Hard,4,D,20040409,2,103638,,,Jhonson Garcia,R,,DOM,23.5099247091,1166,3,7-5 6-4 7-5,5,RR,,,,,,,,,,,1
2004-D059,Davis Cup G2 R2: DOM vs URU,Hard,4,D,20040409,3,108919,,,Michael Ray Pallares Gonzalez,U,,DOM,23.3045859001,,,6-3 6-3,3,RR,,,,,,,,,,,1
2004-D059,Davis Cup G2 R2: DOM vs URU,Hard,4,D,20040409,4,104655,,,Pablo Cuevas,R,180,URU,18.2587268994,1425,1,6-3 1-6 6-3,3,RR,,,,,,,,,,,1
2004-D060,Davis Cup G2 F: MEX vs DOM,Clay,4,D,20040924,1,103060,,,Alejandro Hernandez,R,180,MEX,26.970568104,267,131,6-4 6-4 6-4,5,RR,,,,,,,,,,,1
2004-D060,Davis Cup G2 F: MEX vs DOM,Clay,4,D,20040924,2,103746,,,Miguel Gallardo Valles,R,,MEX,23.4524298426,261,136,6-3 6-4 3-6 7-6(5),5,RR,,,,,,,,,,,1
2004-D060,Davis Cup G2 F: MEX vs DOM,Clay,4,D,20040924,3,104136,,,Santiago Gonzalez,R,190,MEX,21.5715263518,297,110,6-1 7-5,3,RR,,,,,,,,,,,1
2004-D060,Davis Cup G2 F: MEX vs DOM,Clay,4,D,20040924,4,103060,,,Alejandro Hernandez,R,180,MEX,26.970568104,267,131,6-1 6-4,3,RR,,,,,,,,,,,1
2004-D061,Davis Cup G2 R1: MAS vs KOR,Hard,4,D,20040206,1,102703,,,Hyung Taik Lee,R,180,KOR,28.0821355236,73,485,6-1 6-0 6-0,5,RR,,,,,,,,,,,1
2004-D061,Davis Cup G2 R1: MAS vs KOR,Hard,4,D,20040206,2,102928,,,Hee Seok Chung,R,,KOR,27.0088980151,709,18,6-3 7-5 6-4,5,RR,,,,,,,,,,,1
2004-D061,Davis Cup G2 R1: MAS vs KOR,Hard,4,D,20040206,3,103682,,,Kyu Tae Im,R,185,KOR,23.0718685832,546,35,7-5 6-4,3,RR,,,,,,,,,,,1
2004-D061,Davis Cup G2 R1: MAS vs KOR,Hard,4,D,20040206,4,104478,,,Hyun Woo Nam,U,,KOR,19.0636550308,831,11,6-3 6-1,3,RR,,,,,,,,,,,1
2004-D062,Davis Cup G2 R1: LIB vs IRI,Carpet,4,D,20040206,1,108922,,,Will Farah Lebar,U,,LIB,26.5653661875,,,6-0 7-5 6-3,5,RR,,,,,,,,,,,1
2004-D062,Davis Cup G2 R1: LIB vs IRI,Carpet,4,D,20040206,2,108644,,,Patrick Chucri,U,,LIB,22.264202601,1106,4,4-6 1-6 7-5 6-3 6-4,5,RR,,,,,,,,,,,1
2004-D062,Davis Cup G2 R1: LIB vs IRI,Carpet,4,D,20040206,3,103875,,,Anoosha Shahgholi,U,,IRI,22.2286105407,984,6,6-0 7-6(3),3,RR,,,,,,,,,,,1
2004-D062,Davis Cup G2 R1: LIB vs IRI,Carpet,4,D,20040206,4,103803,,,Ashkan Shokoofi,U,,IRI,22.5681040383,1425,1,6-3 6-7(5) 6-1,3,RR,,,,,,,,,,,1
2004-D063,Davis Cup G2 R1: PHI vs CHN,Clay,4,D,20040206,1,104294,,,Hao Lu,R,,CHN,20.0082135524,910,8,7-5 2-6 6-1 7-6(3),5,RR,,,,,,,,,,,1
2004-D063,Davis Cup G2 R1: PHI vs CHN,Clay,4,D,20040206,2,104501,,,Xin Yuan Yu,L,,CHN,18.9678302533,527,38,6-1 6-2 6-1,5,RR,,,,,,,,,,,1
2004-D063,Davis Cup G2 R1: PHI vs CHN,Clay,4,D,20040206,3,108594,,,Johnny Arcilla,U,,PHI,23.9644079398,,,6-2 7-5,3,RR,,,,,,,,,,,1
2004-D063,Davis Cup G2 R1: PHI vs CHN,Clay,4,D,20040206,4,104294,,,Hao Lu,R,,CHN,20.0082135524,910,8,7-5 6-4,3,RR,,,,,,,,,,,1
2004-D064,Davis Cup G2 R1: HKG vs KUW,Hard,4,D,20040206,1,103600,,,Mohammad Ghareeb,R,,KUW,23.5318275154,732,17,6-2 6-3 6-1,5,RR,,,,,,,,,,,1
2004-D064,Davis Cup G2 R1: HKG vs KUW,Hard,4,D,20040206,2,108645,,,Musaad Al Jazzaf,U,,KUW,19.7864476386,1206,3,2-6 6-4 6-4 3-6 7-5,5,RR,,,,,,,,,,,1
2004-D064,Davis Cup G2 R1: HKG vs KUW,Hard,4,D,20040206,3,103600,,,Mohammad Ghareeb,R,,KUW,23.5318275154,732,17,6-4 6-4 6-2,5,RR,,,,,,,,,,,1
2004-D065,Davis Cup G2 R2: KOR vs LIB,Hard,4,D,20040409,1,102928,,,Hee Seok Chung,R,,KOR,27.1813826146,578,31,6-2 6-2 6-1,5,RR,,,,,,,,,,,1
2004-D065,Davis Cup G2 R2: KOR vs LIB,Hard,4,D,20040409,2,103514,,,Young Jun Kim,R,,KOR,24.1149897331,314,106,7-6(5) 7-6(4) 6-1,5,RR,,,,,,,,,,,1
2004-D065,Davis Cup G2 R2: KOR vs LIB,Hard,4,D,20040409,3,104753,,,Woong Sun Jun,R,190,KOR,17.8097193703,923,8,6-4 7-5,3,RR,,,,,,,,,,,1
2004-D065,Davis Cup G2 R2: KOR vs LIB,Hard,4,D,20040409,4,103514,,,Young Jun Kim,R,,KOR,24.1149897331,314,106,6-2 6-4,3,RR,,,,,,,,,,,1
2004-D066,Davis Cup G2 R2: CHN vs KUW,Hard,4,D,20040409,1,103337,,,Ben Qiang Zhu,R,,CHN,25.0650239562,416,68,6-0 6-4 7-5,5,RR,,,,,,,,,,,1
2004-D066,Davis Cup G2 R2: CHN vs KUW,Hard,4,D,20040409,2,103830,,,Shao Xuan Zeng,R,185,CHN,22.6009582478,668,22,7-6(5) 6-7(5) RET,5,RR,,,,,,,,,,,1
2004-D066,Davis Cup G2 R2: CHN vs KUW,Hard,4,D,20040409,3,104501,,,Xin Yuan Yu,L,,CHN,19.1403148528,523,41,6-4 6-3,3,RR,,,,,,,,,,,1
2004-D066,Davis Cup G2 R2: CHN vs KUW,Hard,4,D,20040409,4,108924,,,Jing Yi Li,U,,CHN,23.7070499658,1070,5,6-0 6-3,3,RR,,,,,,,,,,,1
2004-D067,Davis Cup G2 F: CHN vs KOR,Hard,4,D,20040924,1,102703,,,Hyung Taik Lee,R,180,KOR,28.7145790554,67,618,6-4 7-5 6-4,5,RR,,,,,,,,,,,1
2004-D067,Davis Cup G2 F: CHN vs KOR,Hard,4,D,20040924,2,103817,,,Yu Jr Wang,L,,CHN,23.1375770021,318,95,7-6(8) 3-6 4-6 6-3 6-2,5,RR,,,,,,,,,,,1
2004-D067,Davis Cup G2 F: CHN vs KOR,Hard,4,D,20040924,3,102703,,,Hyung Taik Lee,R,180,KOR,28.7145790554,67,618,6-2 6-3 6-3,5,RR,,,,,,,,,,,1
2004-D067,Davis Cup G2 F: CHN vs KOR,Hard,4,D,20040924,4,103337,,,Ben Qiang Zhu,R,,CHN,25.5249828884,593,28,5-7 6-7(3) 6-1 7-5 6-3,5,RR,,,,,,,,,,,1
2004-D068,Davis Cup G2 PO: GEO vs EGY,Clay,4,D,20040716,1,103937,,,Irakli Ushangishvili,U,,GEO,22.4202600958,757,16,1-6 7-6(4) 6-4 7-5,5,RR,,,,,,,,,,,1
2004-D068,Davis Cup G2 PO: GEO vs EGY,Clay,4,D,20040716,2,103789,,,Irakli Labadze,L,188,GEO,23.0910335387,42,805,6-3 6-3 6-2,5,RR,,,,,,,,,,,1
2004-D068,Davis Cup G2 PO: GEO vs EGY,Clay,4,D,20040716,3,104609,,,Omar Hedayet,U,,EGY,18.8062970568,,,6-3 6-1,3,RR,,,,,,,,,,,1
2004-D068,Davis Cup G2 PO: GEO vs EGY,Clay,4,D,20040716,4,103864,,,Mohamed Mamoun,U,,EGY,22.7405886379,775,15,6-4 6-3,3,RR,,,,,,,,,,,1
2004-D070,Davis Cup G2 PO: LAT vs TUN,Clay,4,D,20040716,1,104291,,,Malek Jaziri,R,185,TUN,20.476386037,669,22,6-4 6-3 6-4,5,RR,,,,,,,,,,,1
2004-D070,Davis Cup G2 PO: LAT vs TUN,Clay,4,D,20040716,2,104162,,,Deniss Pavlovs,U,,LAT,21.2429842574,1019,6,6-0 4-6 6-4 7-5,5,RR,,,,,,,,,,,1
2004-D070,Davis Cup G2 PO: LAT vs TUN,Clay,4,D,20040716,3,104557,,,Andis Juska,R,,LAT,19.1403148528,550,35,6-0 6-0 6-4,5,RR,,,,,,,,,,,1
2004-D070,Davis Cup G2 PO: LAT vs TUN,Clay,4,D,20040716,4,104291,,,Malek Jaziri,R,185,TUN,20.476386037,669,22,7-5 6-4,3,RR,,,,,,,,,,,1
2004-D071,Davis Cup G2 PO: UKR vs IRL,Hard,4,D,20040716,1,103824,,,Orest Tereshchuk,U,,UKR,22.8993839836,293,113,6-3 6-3 6-3,5,RR,,,,,,,,,,,1
2004-D071,Davis Cup G2 PO: UKR vs IRL,Hard,4,D,20040716,2,103770,,,Kevin Sorensen,U,183,IRL,23.1731690623,839,12,6-1 6-4 4-6 6-2,5,RR,,,,,,,,,,,1
2004-D071,Davis Cup G2 PO: UKR vs IRL,Hard,4,D,20040716,3,103824,,,Orest Tereshchuk,U,,UKR,22.8993839836,293,113,6-4 6-3 6-2,5,RR,,,,,,,,,,,1
2004-D071,Davis Cup G2 PO: UKR vs IRL,Hard,4,D,20040716,4,106886,,,Dmitro Tolok,U,,UKR,18.4859685147,1031,6,7-5 6-4,3,RR,,,,,,,,,,,1
2004-D072,Davis Cup G2 PO: PUR vs JAM,Hard,4,D,20040409,1,103419,,,Gabriel Montilla,R,,PUR,24.6516084873,882,10,6-3 7-6(6) 6-4,5,RR,,,,,,,,,,,1
2004-D072,Davis Cup G2 PO: PUR vs JAM,Hard,4,D,20040409,2,108915,,,Luis Haddock,U,,PUR,22.1464750171,,,7-5 6-3 6-2,5,RR,,,,,,,,,,,1
2004-D072,Davis Cup G2 PO: PUR vs JAM,Hard,4,D,20040409,3,104210,,,Ryan Russell,U,,JAM,20.7501711157,948,8,6-7(3) 6-3 6-0 6-2,5,RR,,,,,,,,,,,1
2004-D072,Davis Cup G2 PO: PUR vs JAM,Hard,4,D,20040409,4,102496,,,Scott Willinsky,R,,JAM,29.3004791239,1203,3,2-6 7-6(5) 6-2 6-4,5,RR,,,,,,,,,,,1
2004-D073,Davis Cup G2 PO: CUB vs HAI,Hard,4,D,20040409,1,102055,,,Bertrand Madsen,R,,HAI,31.8822724162,,,7-5 6-2 6-3,5,RR,,,,,,,,,,,1
2004-D073,Davis Cup G2 PO: CUB vs HAI,Hard,4,D,20040409,2,103905,,,Ricardo Chile Fonte,U,,CUB,22.2422997947,,,6-4 6-0 6-0,5,RR,,,,,,,,,,,1
2004-D073,Davis Cup G2 PO: CUB vs HAI,Hard,4,D,20040409,3,103905,,,Ricardo Chile Fonte,U,,CUB,22.2422997947,,,6-2 6-3 6-3,5,RR,,,,,,,,,,,1
2004-D073,Davis Cup G2 PO: CUB vs HAI,Hard,4,D,20040409,4,104863,,,Olivier Sajous,R,,HAI,17.1663244353,,,5-7 7-6(6) 6-2,3,RR,,,,,,,,,,,1
2004-D074,Davis Cup G2 PO: IRI vs MAS,Clay,4,D,20040409,1,103050,,,Shahab Hassani Nafez,R,,IRI,26.5516769336,1247,3,6-1 6-4 6-2,5,RR,,,,,,,,,,,1
2004-D074,Davis Cup G2 PO: IRI vs MAS,Clay,4,D,20040409,2,103803,,,Ashkan Shokoofi,U,,IRI,22.7405886379,1425,1,4-6 6-7(2) 7-5 6-4 6-4,5,RR,,,,,,,,,,,1
2004-D074,Davis Cup G2 PO: IRI vs MAS,Clay,4,D,20040409,3,103050,,,Shahab Hassani Nafez,R,,IRI,26.5516769336,1247,3,6-3 3-6 7-6(3) 6-2,5,RR,,,,,,,,,,,1
2004-D074,Davis Cup G2 PO: IRI vs MAS,Clay,4,D,20040409,4,108928,,,Saeid Ahmadvand,U,,IRI,28.0410677618,,,6-0 6-3,3,RR,,,,,,,,,,,1
2004-D075,Davis Cup G2 PO: PHI vs HKG,Clay,4,D,20040409,1,108597,,,Adelo Abadia,U,,PHI,26.8911704312,,,6-2 6-1 6-3,5,RR,,,,,,,,,,,1
2004-D075,Davis Cup G2 PO: PHI vs HKG,Clay,4,D,20040409,2,108594,,,Johnny Arcilla,U,,PHI,24.1368925394,,,2-6 6-1 6-2 6-4,5,RR,,,,,,,,,,,1
2004-D075,Davis Cup G2 PO: PHI vs HKG,Clay,4,D,20040409,3,104591,,,Patrick Tierro,U,,PHI,18.6776180698,,,6-4 6-3,3,RR,,,,,,,,,,,1
2004-D075,Davis Cup G2 PO: PHI vs HKG,Clay,4,D,20040409,4,101895,,,Michael Brown B395,R,175,AUS,32.9883641342,,,3-6 6-3 1-0 RET,5,RR,,,,,,,,,,,1
2004-D076,Davis Cup WG PO: AUS vs MAR,Grass,4,D,20040924,1,101885,,,Wayne Arthurs,L,190,AUS,33.5112936345,89,483,7-6(6) 6-4 6-3,5,RR,,,,,,,,,,,1
2004-D076,Davis Cup WG PO: AUS vs MAR,Grass,4,D,20040924,2,103720,,,Lleyton Hewitt,R,180,AUS,23.5701574264,3,3055,6-0 6-2 6-2,5,RR,,,,,,,,,,,1
2004-D076,Davis Cup WG PO: AUS vs MAR,Grass,4,D,20040924,3,103007,,,Mounir El Aarej,R,,MAR,27.2635181383,428,58,6-2 6-3,3,RR,,,,,,,,,,,1
2004-D076,Davis Cup WG PO: AUS vs MAR,Grass,4,D,20040924,4,101889,,,Todd Woodbridge,R,178,AUS,33.4702258727,,,6-0 6-2,3,RR,,,,,,,,,,,1
2004-D077,Davis Cup WG PO: CHI vs JPN,Clay,4,D,20040924,1,103454,,,Nicolas Massu,R,183,CHI,24.9472963723,10,1730,6-1 6-1 6-1,5,RR,,,,,,,,,,,1
2004-D077,Davis Cup WG PO: CHI vs JPN,Clay,4,D,20040924,2,103602,,,Fernando Gonzalez,R,183,CHI,24.1451060917,21,1280,6-4 6-2 7-6(1),5,RR,,,,,,,,,,,1
2004-D077,Davis Cup WG PO: CHI vs JPN,Clay,4,D,20040924,3,102997,,,Hermes Gamonal,R,180,CHI,27.3073237509,263,135,7-5 2-6 6-2,3,RR,,,,,,,,,,,1
2004-D077,Davis Cup WG PO: CHI vs JPN,Clay,4,D,20040924,4,103602,,,Fernando Gonzalez,R,183,CHI,24.1451060917,21,1280,6-3 6-3,3,RR,,,,,,,,,,,1
2004-D078,Davis Cup WG PO: CRO vs BEL,Carpet,4,D,20040924,1,103344,,,Ivan Ljubicic,R,193,CRO,25.5085557837,27,1105,7-6(6) 7-5 6-4,5,RR,,,,,,,,,,,1
2004-D078,Davis Cup WG PO: CRO vs BEL,Carpet,4,D,20040924,2,104339,,,Mario Ancic,R,196,CRO,20.476386037,25,1136,6-3 7-6(2) 6-1,5,RR,,,,,,,,,,,1
2004-D078,Davis Cup WG PO: CRO vs BEL,Carpet,4,D,20040924,3,103694,,,Olivier Rochus,R,168,BEL,23.6714579055,71,585,4-6 6-3 6-3,3,RR,,,,,,,,,,,1
2004-D078,Davis Cup WG PO: CRO vs BEL,Carpet,4,D,20040924,4,103153,,,Gilles Elseneer,R,188,BEL,26.5434633812,103,410,7-6(4) 2-1 RET,5,RR,,,,,,,,,,,1
2004-D079,Davis Cup WG PO: PAR vs CZE,Clay,4,D,20040924,1,102562,,,Jiri Novak,R,190,CZE,29.5003422313,26,1130,3-6 6-4 7-5 6-3,5,RR,,,,,,,,,,,1
2004-D079,Davis Cup WG PO: PAR vs CZE,Clay,4,D,20040924,2,104607,,,Tomas Berdych,R,196,CZE,19.0088980151,55,713,3-6 4-6 6-3 6-2 6-4,5,RR,,,,,,,,,,,1
2004-D079,Davis Cup WG PO: PAR vs CZE,Clay,4,D,20040924,3,103285,,,Radek Stepanek,R,185,CZE,25.8151950719,76,520,6-4 6-2,3,RR,,,,,,,,,,,1
2004-D079,Davis Cup WG PO: PAR vs CZE,Clay,4,D,20040924,4,103420,,,Michal Tabara,R,175,CZE,25.1115674196,110,379,6-3 6-1,3,RR,,,,,,,,,,,1
2004-D080,Davis Cup WG PO: SVK vs GER,Hard,4,D,20040924,1,103103,,,Dominik Hrbaty,R,183,SVK,26.7104722793,18,1393,6-3 6-1 6-3,5,RR,,,,,,,,,,,1
2004-D080,Davis Cup WG PO: SVK vs GER,Hard,4,D,20040924,2,103163,,,Tommy Haas,R,188,GER,26.4668035592,32,1030,6-7(2) 6-1 6-1 6-1,5,RR,,,,,,,,,,,1
2004-D080,Davis Cup WG PO: SVK vs GER,Hard,4,D,20040924,3,103103,,,Dominik Hrbaty,R,183,SVK,26.7104722793,18,1393,6-3 6-3 7-5,5,RR,,,,,,,,,,,1
2004-D080,Davis Cup WG PO: SVK vs GER,Hard,4,D,20040924,4,102344,,,Karol Kucera,R,188,SVK,30.5489390828,126,334,6-4 6-0 6-2,5,RR,,,,,,,,,,,1
2004-D081,Davis Cup WG PO: AUT vs GBR,Clay,4,D,20040924,1,102905,,,Stefan Koubek,L,175,AUT,27.7152635181,81,497,6-3 6-3 6-1,5,RR,,,,,,,,,,,1
